년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),비율
201507-201512,인천광역시,강화군,일반용,7175,71806064,30.17
201507-201512,인천광역시,강화군,합계,11285,237971206,
201507-201512,인천광역시,계양구,일반용,12420,218952403,34.31
201507-201512,인천광역시,계양구,합계,16297,638197929,
201507-201512,인천광역시,남구,일반용,20469,287623904,27.13
201507-201512,인천광역시,남구,합계,30580,1060350495,
201507-201512,인천광역시,남동구,일반용,21654,417226144,21.22
201507-201512,인천광역시,남동구,합계,24423,1965905627,
201507-201512,인천광역시,동구,일반용,3740,57520805,2.93
201507-201512,인천광역시,동구,합계,4028,1964539749,
201507-201512,인천광역시,부평구,일반용,22089,371869449,31.32
201507-201512,인천광역시,부평구,합계,27296,1187314847,
201507-201512,인천광역시,서구,일반용,20111,392036599,15.66
201507-201512,인천광역시,서구,합계,23793,2503523623,
201507-201512,인천광역시,연수구,일반용,8137,289284548,30.06
201507-201512,인천광역시,연수구,합계,9255,962485507,
201507-201512,인천광역시,옹진군,일반용,3712,42479386,44.63
201507-201512,인천광역시,옹진군,합계,3597,95185405,
201507-201512,인천광역시,중구,일반용,9905,452477179,47.42
201507-201512,인천광역시,중구,합계,7682,954209751,
